KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
FILE CREATED:,3/25/2022 16:11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.532,90.8,7.63,0.589,16.98,27.412,6.16,1.322,NA,-69.7,19.198,5.53,0
,,,STANDARD DEVIATION:,0.212,13.5,1.39,0.304,4.88,7.643,5.44,0.005,0.34,19.2,3.394,0.05,0
,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17K100809,21K101269,21K101269,17K100809,17K100164,17K100164,13G100300,17L100243,16J101361,16J101361,17K100164,17K103255,17K103255
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Pressure psi a,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V,Cable Pwr V
2/24/2022,11:15:00,0,GNDBCWQ,0.717,82,6.35,0.855,19.91,31.891,5.97,1.333,7.36,-63.4,22.285,5.56,0
2/24/2022,11:30:00,0,GNDBCWQ,0.737,83.5,6.47,0.885,19.97,31.982,5.18,1.322,7.33,-61.7,22.261,5.57,0
2/24/2022,11:45:00,0,GNDBCWQ,0.743,84.1,6.52,0.894,19.99,32.01,5.66,1.322,7.34,-61.9,22.293,5.57,0
2/24/2022,12:00:00,0,GNDBCWQ,0.757,85.3,6.6,0.914,19.98,32.006,4.92,1.326,7.33,-61.7,22.329,5.57,0
2/24/2022,12:15:00,0,GNDBCWQ,0.77,87.9,6.77,0.933,20.02,32.062,4.9,1.326,7.37,-63.9,22.526,5.58,0
2/24/2022,12:30:00,0,GNDBCWQ,0.778,98.5,7.56,0.943,19.34,31.082,4.69,1.326,7.6,-77.1,22.983,5.58,0
2/24/2022,12:45:00,0,GNDBCWQ,0.784,101.8,7.82,0.952,18.8,30.287,4.62,1.328,7.71,-83.3,23.07,5.58,0
2/24/2022,13:00:00,0,GNDBCWQ,0.794,103.6,7.97,0.966,18.51,29.863,4.85,1.32,7.76,-86.2,23.074,5.58,0
2/24/2022,13:15:00,0,GNDBCWQ,0.805,105.2,8.11,0.981,18.2,29.409,4.8,1.317,7.81,-89.1,23.085,5.58,0
2/24/2022,13:30:00,0,GNDBCWQ,0.816,106.8,8.24,0.997,17.99,29.106,5.11,1.318,7.85,-91.4,23.097,5.58,0
2/24/2022,13:45:00,0,GNDBCWQ,0.824,108.1,8.36,1.008,17.77,28.773,4.98,1.327,7.89,-93.5,23.081,5.59,0
2/24/2022,14:00:00,0,GNDBCWQ,0.829,109.3,8.44,1.016,17.65,28.595,5.02,1.327,7.9,-94.2,23.159,5.59,0
2/24/2022,14:15:00,0,GNDBCWQ,0.836,110.1,8.52,1.025,17.51,28.397,5.21,1.329,7.94,-96.1,23.121,5.59,0
2/24/2022,14:30:00,0,GNDBCWQ,0.841,111.1,8.61,1.032,17.33,28.13,5.04,1.328,7.97,-97.7,23.118,5.59,0
2/24/2022,14:45:00,0,GNDBCWQ,0.845,111.8,8.67,1.038,17.23,27.975,4.98,1.324,7.98,-98.3,23.129,5.59,0
2/24/2022,15:00:00,0,GNDBCWQ,0.846,112.1,8.69,1.04,17.24,27.989,5.05,1.323,7.98,-98.4,23.117,5.61,0
2/24/2022,15:15:00,0,GNDBCWQ,0.85,112.1,8.7,1.045,17.19,27.915,4.9,1.323,7.99,-99,23.082,5.59,0
2/24/2022,15:30:00,0,GNDBCWQ,0.85,109.7,8.51,1.046,17.56,28.466,5.45,1.321,7.9,-93.9,22.946,5.59,0
2/24/2022,15:45:00,0,GNDBCWQ,0.851,109.5,8.49,1.047,17.96,29.05,5.69,1.319,7.85,-91.2,22.878,5.6,0
2/24/2022,16:00:00,0,GNDBCWQ,0.85,108.7,8.42,1.046,18.01,29.13,6.61,1.319,7.87,-92.3,22.898,5.6,0
2/24/2022,16:15:00,0,GNDBCWQ,0.853,106.5,8.23,1.051,18.29,29.537,5.96,1.318,7.82,-89.6,22.943,5.59,0
2/24/2022,16:30:00,0,GNDBCWQ,0.856,108,8.32,1.055,18.37,29.661,6.82,1.326,7.81,-89,23.113,5.61,0
2/24/2022,16:45:00,0,GNDBCWQ,0.857,108.3,8.33,1.055,18.13,29.305,6,1.332,7.83,-89.8,23.19,5.59,0
2/24/2022,17:00:00,0,GNDBCWQ,0.856,108.1,8.32,1.054,18.14,29.322,6.06,1.323,7.84,-90.3,23.208,5.61,0
2/24/2022,17:15:00,0,GNDBCWQ,0.854,109.1,8.38,1.051,18.26,29.505,5.05,1.32,7.85,-91.2,23.251,5.6,0
2/24/2022,17:30:00,0,GNDBCWQ,0.852,108.4,8.32,1.049,18.23,29.46,5.69,1.319,7.84,-90.4,23.343,5.6,0
2/24/2022,17:45:00,0,GNDBCWQ,0.853,108.5,8.32,1.05,18.19,29.397,5.22,1.32,7.84,-90.5,23.412,5.6,0
2/24/2022,18:00:00,0,GNDBCWQ,0.847,107.5,8.24,1.041,18.03,29.174,5.18,1.32,7.85,-91,23.465,5.6,0
2/24/2022,18:15:00,0,GNDBCWQ,0.839,108.9,8.35,1.03,17.89,28.96,5.01,1.322,7.87,-92.4,23.45,5.62,0
2/24/2022,18:30:00,0,GNDBCWQ,0.833,101.1,7.72,1.022,18.59,29.991,5.7,1.324,7.68,-81.7,23.518,5.6,0
2/24/2022,18:45:00,0,GNDBCWQ,0.827,99.8,7.64,1.013,18.69,30.137,7.14,1.324,7.68,-81.3,23.346,5.6,0
2/24/2022,19:00:00,0,GNDBCWQ,0.817,99.6,7.65,0.998,18.41,29.717,7.83,1.328,7.72,-83.9,23.225,5.62,0
